ZIP_CODE	TERRITORY_ID	TERRITORY_NAME	CITY	STATE	REGION_ID	REGION_NAME
09107	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09112	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09114	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09123	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09126	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09128	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09131	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09136	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09137	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09138	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09139	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09140	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09142	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09143	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09154	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09172	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09173	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09177	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09180	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09186	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09201	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09211	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09213	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09214	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09226	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09227	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09229	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09237	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09245	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09250	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09261	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09263	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09264	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09265	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09267	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09301	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09302	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09304	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09306	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09307	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09308	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09309	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09310	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09311	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09312	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09313	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09314	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09320	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09323	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09327	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09328	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09330	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09337	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09339	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09340	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09343	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09347	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09348	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09352	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09353	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09354	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09355	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09356	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09357	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09360	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09363	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09364	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09365	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09366	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09367	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09368	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09369	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09370	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09372	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09373	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09374	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09378	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09380	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09382	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09383	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09387	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09393	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09394	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09397	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09399	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09403	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09421	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09447	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09454	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09459	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09461	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09463	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09464	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09468	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09469	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09470	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09494	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09496	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09498	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09501	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09502	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09503	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09504	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09505	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09506	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09507	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09508	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09509	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09510	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09511	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09513	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09517	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09520	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09524	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09532	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09534	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09543	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09545	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09549	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09550	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09554	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09556	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09557	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09564	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09565	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09566	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09567	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09568	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09569	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09570	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09573	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09574	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09575	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09576	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09577	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09578	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09579	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09581	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09582	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09586	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09587	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09588	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09589	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09590	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09591	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09593	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09594	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09595	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09599	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09602	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09603	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09604	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09605	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09606	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09607	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09608	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09609	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09610	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09613	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09617	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09618	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09620	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09621	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09622	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09623	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09624	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09625	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09626	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09627	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09630	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09631	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09633	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09636	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09642	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09643	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09645	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09647	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09648	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09649	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09701	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09702	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09703	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09704	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09705	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09706	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09707	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09708	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09709	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09710	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09711	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09713	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09714	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09715	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09716	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09717	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09718	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09719	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09720	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09722	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09723	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09724	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09725	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09726	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09727	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09728	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09729	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09730	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09731	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09732	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09733	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09734	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09735	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09736	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09737	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09738	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09739	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09741	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09742	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09743	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09744	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09745	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09747	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09748	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09749	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09750	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09751	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09752	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09757	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09758	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09759	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09762	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09769	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09777	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09780	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09798	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09801	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09803	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09804	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09805	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09806	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09807	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09809	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09810	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09811	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09812	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09813	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09814	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09815	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09816	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09817	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09818	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09820	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09821	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09822	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09823	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09824	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09825	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09826	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09827	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09828	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09829	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09830	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09831	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09832	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09833	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09834	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09835	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09836	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09837	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09838	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09839	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09840	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09841	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09842	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09844	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09845	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09846	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09848	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09852	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09853	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09855	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09858	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09859	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09865	99999	UNASSIGNED	FPO	AE	9000	UNASSIGNED
09868	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09870	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09871	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09873	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09874	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09875	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09876	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09880	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09890	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
09892	99999	UNASSIGNED	DPO	AE	9000	UNASSIGNED
09898	99999	UNASSIGNED	APO	AE	9000	UNASSIGNED
10001	10001	EAST	NEW YORK	NY	1000	EAST
10002	10001	EAST	NEW YORK	NY	1000	EAST
10003	10001	EAST	NEW YORK	NY	1000	EAST
10004	10001	EAST	NEW YORK	NY	1000	EAST
10005	10001	EAST	NEW YORK	NY	1000	EAST
10006	10001	EAST	NEW YORK	NY	1000	EAST
10007	10001	EAST	NEW YORK	NY	1000	EAST
10008	10001	EAST	NEW YORK	NY	1000	EAST
10009	10001	EAST	NEW YORK	NY	1000	EAST
10010	10001	EAST	NEW YORK	NY	1000	EAST
10011	10001	EAST	NEW YORK	NY	1000	EAST
10012	10001	EAST	NEW YORK	NY	1000	EAST
10013	10001	EAST	NEW YORK	NY	1000	EAST
10014	10001	EAST	NEW YORK	NY	1000	EAST
10016	10001	EAST	NEW YORK	NY	1000	EAST
10017	10001	EAST	NEW YORK	NY	1000	EAST
10018	10001	EAST	NEW YORK	NY	1000	EAST
10019	10001	EAST	NEW YORK	NY	1000	EAST
10020	10001	EAST	NEW YORK	NY	1000	EAST
10021	10001	EAST	NEW YORK	NY	1000	EAST
10022	10001	EAST	NEW YORK	NY	1000	EAST
10023	10001	EAST	NEW YORK	NY	1000	EAST
10024	10001	EAST	NEW YORK	NY	1000	EAST
10025	10001	EAST	NEW YORK	NY	1000	EAST
10026	10001	EAST	NEW YORK	NY	1000	EAST
10027	10001	EAST	NEW YORK	NY	1000	EAST
10028	10001	EAST	NEW YORK	NY	1000	EAST
10029	10001	EAST	NEW YORK	NY	1000	EAST
10030	10001	EAST	NEW YORK	NY	1000	EAST
10031	10001	EAST	NEW YORK	NY	1000	EAST
10032	10001	EAST	NEW YORK	NY	1000	EAST
10033	10001	EAST	NEW YORK	NY	1000	EAST
10034	10001	EAST	NEW YORK	NY	1000	EAST
10035	10001	EAST	NEW YORK	NY	1000	EAST
10036	10001	EAST	NEW YORK	NY	1000	EAST
10037	10001	EAST	NEW YORK	NY	1000	EAST
10038	10001	EAST	NEW YORK	NY	1000	EAST
10039	10001	EAST	NEW YORK	NY	1000	EAST
10040	10001	EAST	NEW YORK	NY	1000	EAST
10041	10001	EAST	NEW YORK	NY	1000	EAST
10043	10001	EAST	NEW YORK	NY	1000	EAST
10044	10001	EAST	NEW YORK	NY	1000	EAST
10045	10001	EAST	NEW YORK	NY	1000	EAST
10046	10001	EAST	NEW YORK	NY	1000	EAST
10047	10001	EAST	NEW YORK	NY	1000	EAST
10048	10001	EAST	NEW YORK	NY	1000	EAST
10055	10001	EAST	NEW YORK	NY	1000	EAST
10060	10001	EAST	NEW YORK	NY	1000	EAST
10065	10001	EAST	NEW YORK	NY	1000	EAST
10069	10001	EAST	NEW YORK	NY	1000	EAST
10072	10001	EAST	NEW YORK	NY	1000	EAST
10075	10001	EAST	NEW YORK	NY	1000	EAST
10079	10001	EAST	NEW YORK	NY	1000	EAST
10080	10001	EAST	NEW YORK	NY	1000	EAST
10081	10001	EAST	NEW YORK	NY	1000	EAST
10082	10001	EAST	NEW YORK	NY	1000	EAST
10087	10001	EAST	NEW YORK	NY	1000	EAST
10090	10001	EAST	NEW YORK	NY	1000	EAST
10094	10001	EAST	NEW YORK	NY	1000	EAST
10095	10001	EAST	NEW YORK	NY	1000	EAST
10096	10001	EAST	NEW YORK	NY	1000	EAST
10098	10001	EAST	NEW YORK	NY	1000	EAST
10099	10001	EAST	NEW YORK	NY	1000	EAST
10101	10001	EAST	NEW YORK	NY	1000	EAST
10102	10001	EAST	NEW YORK	NY	1000	EAST
10103	10001	EAST	NEW YORK	NY	1000	EAST
10104	10001	EAST	NEW YORK	NY	1000	EAST
10105	10001	EAST	NEW YORK	NY	1000	EAST
10106	10001	EAST	NEW YORK	NY	1000	EAST
10107	10001	EAST	NEW YORK	NY	1000	EAST
10108	10001	EAST	NEW YORK	NY	1000	EAST
10109	10001	EAST	NEW YORK	NY	1000	EAST
10110	10001	EAST	NEW YORK	NY	1000	EAST
10111	10001	EAST	NEW YORK	NY	1000	EAST
10112	10001	EAST	NEW YORK	NY	1000	EAST
10113	10001	EAST	NEW YORK	NY	1000	EAST
10114	10001	EAST	NEW YORK	NY	1000	EAST
10115	10001	EAST	NEW YORK	NY	1000	EAST
10116	10001	EAST	NEW YORK	NY	1000	EAST
10117	10001	EAST	NEW YORK	NY	1000	EAST
10118	10001	EAST	NEW YORK	NY	1000	EAST
10119	10001	EAST	NEW YORK	NY	1000	EAST
10120	10001	EAST	NEW YORK	NY	1000	EAST
10121	10001	EAST	NEW YORK	NY	1000	EAST
10122	10001	EAST	NEW YORK	NY	1000	EAST
10123	10001	EAST	NEW YORK	NY	1000	EAST
10124	10001	EAST	NEW YORK	NY	1000	EAST
10125	10001	EAST	NEW YORK	NY	1000	EAST
10126	10001	EAST	NEW YORK	NY	1000	EAST
10128	10001	EAST	NEW YORK	NY	1000	EAST
10129	10001	EAST	NEW YORK	NY	1000	EAST
10130	10001	EAST	NEW YORK	NY	1000	EAST
10131	10001	EAST	NEW YORK	NY	1000	EAST
10132	10001	EAST	NEW YORK	NY	1000	EAST
10133	10001	EAST	NEW YORK	NY	1000	EAST
10138	10001	EAST	NEW YORK	NY	1000	EAST
10149	10001	EAST	NEW YORK	NY	1000	EAST
10150	10001	EAST	NEW YORK	NY	1000	EAST
10151	10001	EAST	NEW YORK	NY	1000	EAST
10152	10001	EAST	NEW YORK	NY	1000	EAST
10153	10001	EAST	NEW YORK	NY	1000	EAST
10154	10001	EAST	NEW YORK	NY	1000	EAST
10155	10001	EAST	NEW YORK	NY	1000	EAST
10156	10001	EAST	NEW YORK	NY	1000	EAST
10157	10001	EAST	NEW YORK	NY	1000	EAST
10158	10001	EAST	NEW YORK	NY	1000	EAST
10159	10001	EAST	NEW YORK	NY	1000	EAST
10160	10001	EAST	NEW YORK	NY	1000	EAST
10161	10001	EAST	NEW YORK	NY	1000	EAST
10162	10001	EAST	NEW YORK	NY	1000	EAST
10163	10001	EAST	NEW YORK	NY	1000	EAST
10164	10001	EAST	NEW YORK	NY	1000	EAST
10165	10001	EAST	NEW YORK	NY	1000	EAST
10166	10001	EAST	NEW YORK	NY	1000	EAST
10167	10001	EAST	NEW YORK	NY	1000	EAST
10168	10001	EAST	NEW YORK	NY	1000	EAST
10169	10001	EAST	NEW YORK	NY	1000	EAST
10170	10001	EAST	NEW YORK	NY	1000	EAST
10171	10001	EAST	NEW YORK	NY	1000	EAST
10172	10001	EAST	NEW YORK	NY	1000	EAST
10173	10001	EAST	NEW YORK	NY	1000	EAST
10174	10001	EAST	NEW YORK	NY	1000	EAST
10175	10001	EAST	NEW YORK	NY	1000	EAST
10176	10001	EAST	NEW YORK	NY	1000	EAST
10177	10001	EAST	NEW YORK	NY	1000	EAST
10178	10001	EAST	NEW YORK	NY	1000	EAST
10179	10001	EAST	NEW YORK	NY	1000	EAST
10184	10001	EAST	NEW YORK	NY	1000	EAST
10185	10001	EAST	NEW YORK	NY	1000	EAST
10196	10001	EAST	NEW YORK	NY	1000	EAST
10197	10001	EAST	NEW YORK	NY	1000	EAST
10199	10001	EAST	NEW YORK	NY	1000	EAST
10203	10001	EAST	NEW YORK	NY	1000	EAST
10211	10001	EAST	NEW YORK	NY	1000	EAST
10212	10001	EAST	NEW YORK	NY	1000	EAST
10213	10001	EAST	NEW YORK	NY	1000	EAST
10242	10001	EAST	NEW YORK	NY	1000	EAST
10249	10001	EAST	NEW YORK	NY	1000	EAST
10256	10001	EAST	NEW YORK	NY	1000	EAST
10257	10001	EAST	NEW YORK	NY	1000	EAST
10258	10001	EAST	NEW YORK	NY	1000	EAST
10259	10001	EAST	NEW YORK	NY	1000	EAST
10260	10001	EAST	NEW YORK	NY	1000	EAST
10261	10001	EAST	NEW YORK	NY	1000	EAST
10265	10001	EAST	NEW YORK	NY	1000	EAST
10268	10001	EAST	NEW YORK	NY	1000	EAST
10269	10001	EAST	NEW YORK	NY	1000	EAST
10270	10001	EAST	NEW YORK	NY	1000	EAST
10271	10001	EAST	NEW YORK	NY	1000	EAST
10272	10001	EAST	NEW YORK	NY	1000	EAST
